topic,video_url,user1 decision,user1 decision date,user2,user3 decision date,user3,user3 decision date
Woodworking,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/furniture-woodworking_channels/mp4/UC-ZfKYtKPyZGlN5hsZ3hKdw-score-5.mp4,,,,,,
Woodworking,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/furniture-woodworking_channels/mp4/UC-bv3HpYt7gd_eBR22OtEeg-score-5.mp4,,,,,,
Woodworking,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/furniture-woodworking_channels/mp4/UC-l7fcziN4nfg_DIIi3myPg-score-5.mp4,,,,,,
Woodworking,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/furniture-woodworking_channels/mp4/UC-p60OPSzeFHQ2ehRNwdwTg-score-5.mp4,,,,,,
Woodworking,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/furniture-woodworking_channels/mp4/UC-xQrj8NKF-hKkYhFfULr9Q-score-5.mp4,,,,,,
Woodworking,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/furniture-woodworking_channels/mp4/UC0Rdd3y1HHDRxMQbNTWcTQg-score-5.mp4,,,,,,
Woodworking,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/furniture-woodworking_channels/mp4/UC0SutKo7TsU9zETaqxhECUQ-score-5.mp4,,,,,,
Woodworking,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/furniture-woodworking_channels/mp4/UC1V-DYqsaj764uBis9-UDug-score-5.mp4,,,,,,
Woodworking,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/furniture-woodworking_channels/mp4/UC1mdgvA-5MMf1RjKmupFdTQ-score-5.mp4,,,,,,
Woodworking,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/furniture-woodworking_channels/mp4/UC1mzVf2n5PuQZigGz9hI4DQ-score-5.mp4,,,,,,
Woodworking,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/furniture-woodworking_channels/mp4/UC1whiEpNIXPP7NHIZfVbYDQ-score-5.mp4,,,,,,
Woodworking,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/furniture-woodworking_channels/mp4/UC27hBFOBgs0mLcLoXssimPw-score-5.mp4,,,,,,
Woodworking,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/furniture-woodworking_channels/mp4/UC2NN5GqAjQ4vsmXEg7Xf6PA-score-5.mp4,,,,,,
Woodworking,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/furniture-woodworking_channels/mp4/UC37hDuuK0LYQtQcZILKWZKA-score-5.mp4,,,,,,
Woodworking,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/furniture-woodworking_channels/mp4/UC3q18fEwWrs86o9IzUW4q8Q-score-5.mp4,,,,,,
Woodworking,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/furniture-woodworking_channels/mp4/UC4aLwhFxk1V4qUrd44QOsuQ-score-5.mp4,,,,,,
Woodworking,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/furniture-woodworking_channels/mp4/UC4tTx7zTWhBLUG7NeYbSZug-score-5.mp4,,,,,,
Woodworking,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/furniture-woodworking_channels/mp4/UC5mkSGeO9Q3NPWViPT_NP_w-score-5.mp4,,,,,,
Woodworking,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/furniture-woodworking_channels/mp4/UC7FkqjV8SU5I8FCHXQSQe9Q-score-5.mp4,,,,,,
Woodworking,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/furniture-woodworking_channels/mp4/UC7z4Gjk7_9dBUa94zcM3yGA-score-5.mp4,,,,,,
Woodworking,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/furniture-woodworking_channels/mp4/UC8Xo4pUZ07OPhg5gDZOTFXg-score-5.mp4,,,,,,
Woodworking,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/furniture-woodworking_channels/mp4/UC8qeMH7AsusAZGyebUoHBOQ-score-5.mp4,,,,,,
Woodworking,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/furniture-woodworking_channels/mp4/UC9PtJGrbBqQ-7qanvspWnaA-score-5.mp4,,,,,,
Woodworking,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/furniture-woodworking_channels/mp4/UC9_MlAyUbRLskpwrnrDTl2g-score-5.mp4,,,,,,
Woodworking,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/furniture-woodworking_channels/mp4/UCAa9__LymKPg1pjG7NbKgYg-score-5.mp4,,,,,,
Woodworking,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/furniture-woodworking_channels/mp4/UCAlXNfT2OV6CPu4ZQQmBmkQ-score-5.mp4,,,,,,
Woodworking,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/furniture-woodworking_channels/mp4/UCB3jW8WE52oxjr4nIAqQGDA-score-5.mp4,,,,,,
Woodworking,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/furniture-woodworking_channels/mp4/UCB8DbJBNYWIOofZXLT-zkSA-score-5.mp4,,,,,,
Woodworking,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/furniture-woodworking_channels/mp4/UCBCEopx6Ccu1n2DtM8x1PWg-score-5.mp4,,,,,,
