topic,video_url,user1 decision,user1 decision date,user2,user3 decision date,user3,user3 decision date
Motorcycle repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/motorcycle-small-engine-repair_channels/mp4/UC-3oMi4mtdgNuQ6rBEpXkIw-score-4.mp4,,,,,,
Motorcycle repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/motorcycle-small-engine-repair_channels/mp4/UC-Dj5rfg9CksyFp_q2VmTEw-score-5.mp4,,,,,,
Motorcycle repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/motorcycle-small-engine-repair_channels/mp4/UC-Hk6GmAWF401k7iDctFtXw-score-5.mp4,,,,,,
Motorcycle repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/motorcycle-small-engine-repair_channels/mp4/UC-PNxC_SPg40CXkkpdNxNrg-score-5.mp4,,,,,,
Motorcycle repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/motorcycle-small-engine-repair_channels/mp4/UC-Qo2iU-9l4zhXCIItf31kA-score-4.mp4,,,,,,
Motorcycle repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/motorcycle-small-engine-repair_channels/mp4/UC-SWNUNoc-0GI9DdLgmmUow-score-4.mp4,,,,,,
Motorcycle repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/motorcycle-small-engine-repair_channels/mp4/UC-TZgc-g358QzzH1swF_MKA-score-4.mp4,,,,,,
Motorcycle repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/motorcycle-small-engine-repair_channels/mp4/UC-W3MQNGF1a1TDu7PCMo1Lw-score-5.mp4,,,,,,
Motorcycle repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/motorcycle-small-engine-repair_channels/mp4/UC-azE3_aMkUa1Wp6T10v6fg-score-4.mp4,,,,,,
Motorcycle repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/motorcycle-small-engine-repair_channels/mp4/UC-eIz6AY5KYFtU6-77RHKzw-score-4.mp4,,,,,,
Motorcycle repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/motorcycle-small-engine-repair_channels/mp4/UC-icHPpZ9ynH_dilcj9O4Pw-score-4.mp4,,,,,,
Motorcycle repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/motorcycle-small-engine-repair_channels/mp4/UC-kNemqflcyKOuqoXDJ0pBA-score-5.mp4,,,,,,
Motorcycle repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/motorcycle-small-engine-repair_channels/mp4/UC-nl5FTvttTV8LaoK3YG-kQ-score-4.mp4,,,,,,
Motorcycle repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/motorcycle-small-engine-repair_channels/mp4/UC-sKdFfTeABm-OF52BESs9Q-score-5.mp4,,,,,,
Motorcycle repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/motorcycle-small-engine-repair_channels/mp4/UC-tQIeakd3uaiAAwjYHSy9Q-score-4.mp4,,,,,,
Motorcycle repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/motorcycle-small-engine-repair_channels/mp4/UC-zKbZoIzfEzhU2ucS8Zj8A-score-4.mp4,,,,,,
Motorcycle repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/motorcycle-small-engine-repair_channels/mp4/UC08aiquXE4KTMFwfGea7L8w-score-4.mp4,,,,,,
Motorcycle repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/motorcycle-small-engine-repair_channels/mp4/UC0ABR60keMMLd3_6ilfWQXA-score-4.mp4,,,,,,
Motorcycle repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/motorcycle-small-engine-repair_channels/mp4/UC0AO6RFgPSicoThqrvp6xWw-score-5.mp4,,,,,,
Motorcycle repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/motorcycle-small-engine-repair_channels/mp4/UC0FA0HORAMDtXuEwHOm7OiA-score-4.mp4,,,,,,
Motorcycle repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/motorcycle-small-engine-repair_channels/mp4/UC0IZbBEDsqmtrzh7yk_9xcw-score-4.mp4,,,,,,
Motorcycle repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/motorcycle-small-engine-repair_channels/mp4/UC0LuT3Wf4ZhOKsQSo1aHFzw-score-4.mp4,,,,,,
Motorcycle repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/motorcycle-small-engine-repair_channels/mp4/UC0M8fqCAlwMUKcchyDOcNUg-score-4.mp4,,,,,,
Motorcycle repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/motorcycle-small-engine-repair_channels/mp4/UC0PCpyizuWg-JMyRyyqYeBw-score-5.mp4,,,,,,
Motorcycle repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/motorcycle-small-engine-repair_channels/mp4/UC0RsSBRST2ysGEkm8WL4N3g-score-4.mp4,,,,,,
Motorcycle repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/motorcycle-small-engine-repair_channels/mp4/UC0VHkXdG_fGwFlxlqo7Jy5Q-score-5.mp4,,,,,,
Motorcycle repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/motorcycle-small-engine-repair_channels/mp4/UC0WNCvPjdb5d5RTx8MPmA6A-score-4.mp4,,,,,,
Motorcycle repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/motorcycle-small-engine-repair_channels/mp4/UC0X_q95vm_t8arvyvFZWPVA-score-4.mp4,,,,,,
