topic,video_url,user1 decision,user1 decision date,user2,user3 decision date,user3,user3 decision date
Laptop & Computer repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/laptop-computer-repair_channels/mp4/UC-9bh3quu101i2IVl-o-KMA-score-4.mp4,,,,,,
Laptop & Computer repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/laptop-computer-repair_channels/mp4/UC-F8Nc9_Dedf7yypZby0nfQ-score-4.mp4,,,,,,
Laptop & Computer repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/laptop-computer-repair_channels/mp4/UC-GJWttgY-8Wdk8bkwPBuaQ-score-4.mp4,,,,,,
Laptop & Computer repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/laptop-computer-repair_channels/mp4/UC-Sae9GJ35z5_yjr8hXnBag-score-4.mp4,,,,,,
Laptop & Computer repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/laptop-computer-repair_channels/mp4/UC07oK6W0z2ttHmIKend_DCg-score-4.mp4,,,,,,
Laptop & Computer repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/laptop-computer-repair_channels/mp4/UC0IjS2q67rhjN5v1DgNei4w-score-4.mp4,,,,,,
Laptop & Computer repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/laptop-computer-repair_channels/mp4/UC0JbTvwpjrVgGQ-yDsM6zaQ-score-4.mp4,,,,,,
Laptop & Computer repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/laptop-computer-repair_channels/mp4/UC0LX_s5MMm_73ZaGo5Y-GZg-score-4.mp4,,,,,,
Laptop & Computer repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/laptop-computer-repair_channels/mp4/UC0Q0eyC9Bruu3B5um15namA-score-4.mp4,,,,,,
Laptop & Computer repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/laptop-computer-repair_channels/mp4/UC0Tqd4MpjEBsD44rxCeoGEQ-score-4.mp4,,,,,,
Laptop & Computer repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/laptop-computer-repair_channels/mp4/UC0Tqnc8eCJzZhcEpHnKtA2w-score-5.mp4,,,,,,
Laptop & Computer repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/laptop-computer-repair_channels/mp4/UC0WuHAq9GsdJ7yfeP-ak8iw-score-4.mp4,,,,,,
Laptop & Computer repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/laptop-computer-repair_channels/mp4/UC0m1NHPKl_DaX1XMziq2_3w-score-4.mp4,,,,,,
Laptop & Computer repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/laptop-computer-repair_channels/mp4/UC1-i5wQc_4qWmpcsBjxPz-A-score-4.mp4,,,,,,
Laptop & Computer repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/laptop-computer-repair_channels/mp4/UC1hV3qVDnADy4P51fBIlh3A-score-4.mp4,,,,,,
Laptop & Computer repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/laptop-computer-repair_channels/mp4/UC1jhUv9uN1-JHr2OEvuKpLg-score-4.mp4,,,,,,
Laptop & Computer repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/laptop-computer-repair_channels/mp4/UC1lN1KHuBlldGsYRSSbSBLA-score-5.mp4,,,,,,
Laptop & Computer repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/laptop-computer-repair_channels/mp4/UC1mfs6mRYZiq2AsGe5wH1gw-score-4.mp4,,,,,,
Laptop & Computer repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/laptop-computer-repair_channels/mp4/UC1oY_actm0Fl9gwR9k6GZOg-score-4.mp4,,,,,,
Laptop & Computer repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/laptop-computer-repair_channels/mp4/UC1sltGDBxbZyiZySoUBu22A-score-5.mp4,,,,,,
Laptop & Computer repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/laptop-computer-repair_channels/mp4/UC2OYnh5nKWUnzj5D1Xt9Kdw-score-4.mp4,,,,,,
Laptop & Computer repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/laptop-computer-repair_channels/mp4/UC2bmwH1izd_HPx9fU2jimsg-score-5.mp4,,,,,,
Laptop & Computer repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/laptop-computer-repair_channels/mp4/UC2eB8xUCrAOUYn4NvK0GEFQ-score-4.mp4,,,,,,
Laptop & Computer repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/laptop-computer-repair_channels/mp4/UC2f3BUrrLVXImQUyfIPWNyg-score-4.mp4,,,,,,
Laptop & Computer repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/laptop-computer-repair_channels/mp4/UC3-dl8nKItitMxM9DNTDAfQ-score-4.mp4,,,,,,
Laptop & Computer repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/laptop-computer-repair_channels/mp4/UC3-l3LEi6JvOv04xV_qjO2Q-score-4.mp4,,,,,,
Laptop & Computer repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/laptop-computer-repair_channels/mp4/UC39yMXOL0ubFxLWwF1RwelA-score-5.mp4,,,,,,
Laptop & Computer repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/laptop-computer-repair_channels/mp4/UC3G9_NCdwlOen6hK1wIsQUA-score-4.mp4,,,,,,
