topic,video_url,user1 decision,user1 decision date,user2,user3 decision date,user3,user3 decision date
Watch repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/watch-clock-repair_channels/mp4/UC-AP_1x1gkpEEOpdDhtiyVA-score-5.mp4,,,,,,
Watch repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/watch-clock-repair_channels/mp4/UC-J3GWimoIA25RcyDEUTFcA-score-5.mp4,,,,,,
Watch repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/watch-clock-repair_channels/mp4/UC-K2qFuEbHeFsHvBwtb3ZUQ-score-5.mp4,,,,,,
Watch repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/watch-clock-repair_channels/mp4/UC-PIPwasuS4X3rRqPSKuCAA-score-5.mp4,,,,,,
Watch repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/watch-clock-repair_channels/mp4/UC-_UR6Zb8Dbh31_lKpD-piw-score-5.mp4,,,,,,
Watch repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/watch-clock-repair_channels/mp4/UC03LLKv5vPkyFHbgP6rqUyg-score-4.mp4,,,,,,
Watch repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/watch-clock-repair_channels/mp4/UC0WjM0Yp0C_yEAeUjjkUJpw-score-5.mp4,,,,,,
Watch repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/watch-clock-repair_channels/mp4/UC15BJjhPr4d5gTClhmC4HRw-score-4.mp4,,,,,,
Watch repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/watch-clock-repair_channels/mp4/UC18RqO2UT8PNUxtmH-S65fw-score-5.mp4,,,,,,
Watch repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/watch-clock-repair_channels/mp4/UC1qYmcA5sX-ZjEA7ScJ8Azw-score-5.mp4,,,,,,
Watch repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/watch-clock-repair_channels/mp4/UC2E9QYM3O9ax2ohA68YuFVg-score-4.mp4,,,,,,
Watch repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/watch-clock-repair_channels/mp4/UC2mczLpx5qsGg8HN0KROHTQ-score-5.mp4,,,,,,
Watch repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/watch-clock-repair_channels/mp4/UC3Y138FJPEQ_Y4n6SHT3Tkw-score-4.mp4,,,,,,
Watch repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/watch-clock-repair_channels/mp4/UC3udJVHTIMwdjP2UFoowmfA-score-4.mp4,,,,,,
Watch repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/watch-clock-repair_channels/mp4/UC4AkjhxbWkE4Cz2nk42sZPw-score-4.mp4,,,,,,
Watch repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/watch-clock-repair_channels/mp4/UC4FRTbWEQyrwPKnycZRH2cA-score-5.mp4,,,,,,
Watch repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/watch-clock-repair_channels/mp4/UC4LlJ970af8cayvC59EddRQ-score-5.mp4,,,,,,
Watch repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/watch-clock-repair_channels/mp4/UC4UVQpMOPdxNr7Hb5R3Xszw-score-5.mp4,,,,,,
Watch repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/watch-clock-repair_channels/mp4/UC4e7PdCkykJzMAhfaVzlndA-score-4.mp4,,,,,,
Watch repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/watch-clock-repair_channels/mp4/UC4pXvfia60yeFr6Sj1uplaQ-score-4.mp4,,,,,,
Watch repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/watch-clock-repair_channels/mp4/UC590hyQNK3TodVNfrzkMoxw-score-4.mp4,,,,,,
Watch repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/watch-clock-repair_channels/mp4/UC5Eh-vy7hm4zGzQ8yeiCjFQ-score-4.mp4,,,,,,
Watch repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/watch-clock-repair_channels/mp4/UC5Y3-tVlON-OWo81EptS6EQ-score-4.mp4,,,,,,
Watch repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/watch-clock-repair_channels/mp4/UC6Fb3grt4ECfZkrLHaUiZTA-score-4.mp4,,,,,,
Watch repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/watch-clock-repair_channels/mp4/UC7DU-GYjbtdQIzTrO45VKKA-score-5.mp4,,,,,,
Watch repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/watch-clock-repair_channels/mp4/UC7GfHCiOoTlXRZfahygKH-A-score-4.mp4,,,,,,
Watch repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/watch-clock-repair_channels/mp4/UC7KyaGw7LqhP0LKlO8c9sbQ-score-4.mp4,,,,,,
Watch repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/watch-clock-repair_channels/mp4/UC7vSOnpUocYq0z8oiYFk0zQ-score-5.mp4,,,,,,
