topic,video_url,user1 decision,user1 decision date,user2,user3 decision date,user3,user3 decision date
TV repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/tv-power-electronics-repair_channels/mp4/UC-3_sotWYPHUvo4JE16O78A-score-4.mp4,,,,,,
TV repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/tv-power-electronics-repair_channels/mp4/UC-7dgB9zvLuuDo9phROwu3A-score-4.mp4,,,,,,
TV repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/tv-power-electronics-repair_channels/mp4/UC-7jpsrhuSgkze9xC5pN2_A-score-4.mp4,,,,,,
TV repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/tv-power-electronics-repair_channels/mp4/UC-I2Rhv27_nGW71ewbzkGjw-score-4.mp4,,,,,,
TV repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/tv-power-electronics-repair_channels/mp4/UC-TNFoTumeUD_L70EgXSAoA-score-5.mp4,,,,,,
TV repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/tv-power-electronics-repair_channels/mp4/UC-gRli_9nl_IelSZdVregvg-score-4.mp4,,,,,,
TV repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/tv-power-electronics-repair_channels/mp4/UC-n6eWPIMcivc1wtZEjao0Q-score-5.mp4,,,,,,
TV repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/tv-power-electronics-repair_channels/mp4/UC-yB8PGl6nQyzR6h5sUOBlw-score-4.mp4,,,,,,
TV repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/tv-power-electronics-repair_channels/mp4/UC0B7Xi4BGO-sEIundNVZbmg-score-4.mp4,,,,,,
TV repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/tv-power-electronics-repair_channels/mp4/UC0BtnHCVq_Cfd9NYvky7G2w-score-4.mp4,,,,,,
TV repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/tv-power-electronics-repair_channels/mp4/UC0CAbzwwlj25HUwyEXg0FwQ-score-5.mp4,,,,,,
TV repair,https://raw.githubusercontent.com/ariel-at-brightdata/labeling/main/tv-power-electronics-repair_channels/mp4/UC0PvCH_ePfBRY_WCIxqDU2g-score-4.mp4,,,,,,
