url,handle,name,subscribers,videos_count,score_0_5,reason,discovery_keywords,channel_id,vertical,topic,stage,scored_at,source,live_videos_count
https://www.youtube.com/@%e0%b8%8b%e0%b9%88%e0%b8%ad%e0%b8%a1%e0%b9%82%e0%b8%97%e0%b8%a3%e0%b8%a8%e0%b8%b1%e0%b8%9e%e0%b8%97%e0%b9%8c%e0%b8%99%e0%b8%ad%e0%b8%81%e0%b8%aa%e0%b8%96%e0%b8%b2%e0%b8%99%e0%b8%97%e0%b8%b5%e0%b9%88%e0%b9%80%e0%b8%8a%e0%b8%b5%e0%b8%a2%e0%b8%87%e0%b9%83%e0%b8%ab%e0%b8%a1%e0%b9%88-%e0%b8%a5%e0%b9%8d%e0%b8%b2%e0%b8%9e%e0%b8%b9%e0%b8%99,@%E0%B8%8B%E0%B9%88%E0%B8%AD%E0%B8%A1%E0%B9%82%E0%B8%97%E0%B8%A3%E0%B8%A8%E0%B8%B1%E0%B8%9E%E0%B8%97%E0%B9%8C%E0%B8%99%E0%B8%AD%E0%B8%81%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B9%80%E0%B8%8A%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B9%83%E0%B8%AB%E0%B8%A1%E0%B9%88-%E0%B8%A5%E0%B9%8D%E0%B8%B2%E0%B8%9E%E0%B8%B9%E0%B8%99,ซ่อมโทรศัพท์นอกสถานที่ ช่างบอยiT,393,387,5,On-site phone repair shop with titles showing actual iPhone screen replacement jobs.,ซ่อมมือถือ,UC96TmL1AKVXM_Ap_gt3o2xg,hands,phone-repair,wave1,2026-09-14,scraper,387
https://www.youtube.com/@888_mobile,@888_mobile,ช่างซ่อมมือถือ บัวทอง4 ,14,58,5,"Thai repair shop channel with real screen replacement, water damage repair titles shown on camera.",ซ่อมมือถือ,UCt3si91oWpWM1rCxEoMn2Ig,hands,phone-repair,wave1,2026-09-14,scraper,58
https://www.youtube.com/@andrecellacademy,@andrecellacademy,André Cell Academy,280,114,5,"Board-level phone repair bench channel with practical diagnostics, screen/battery swaps and programmer use.",reparo de placa celular,UCQyBSk2h_5gBtO0iRASe2tQ,hands,phone-repair,wave1,2026-09-14,scraper,116
https://www.youtube.com/@andreluizlabdocelular,@andreluizlabdocelular,Mão na Placa,50,56,5,"Dedicated phone repair training channel covering step-by-step screen/battery replacement, diagnostics and hardware maintenance.",reparo de placa celular,UCjZ8AfY7Rif2zrQrZ8AqDew,hands,phone-repair,wave1,2026-09-14,scraper,56
https://www.youtube.com/@annmobilesolution,@AnnMobileSolution,Ann Mobile Solution 老林修机,16,66,5,Dedicated real phone repair case documentation channel with consistent numbered repair-process episodes.,手机维修,UCS-AuGgBupyhVkj0ydqUEVw,hands,phone-repair,wave1,2026-09-14,scraper,66
https://www.youtube.com/@balaji_mobilesolution03,@Balaji_mobilesolution03,Balaji mobile Solution ,100,83,5,"Dedicated chip-level and hardware mobile repair channel listing IC diagnosis, reballing-adjacent, water damage and board work.",chip level repairing,UCmHqBp_Zk71Ocq1uyu08qqg,hands,phone-repair,trial100,2026-09-14,scraper,83
https://www.youtube.com/@boomcpu,@boomcpu,Boom CPU,1690,142,5,Dedicated micro-soldering channel for smartphone motherboard repair across major brands.,reparo de placa celular,UCxuSkr4PLUPFsB_eTikeYeA,hands,phone-repair,wave1,2026-09-14,scraper,142
https://www.youtube.com/@cambofixing,@cambofixing,Cambo Fixing,582000,471,5,Dedicated iPhone repair channel with titles showing back glass and screen replacement work.,iPhone repair,UCq9nKrdgNXKsYQp3YK6kHkQ,hands,phone-repair,wave1,2026-09-14,scraper,471
https://www.youtube.com/@chango_repairphone,@chango_repairphone,ช่างโอซ่อมมือถือ,1710,249,5,Dedicated phone repair channel with titles showing screen replacements across multiple phone models.,ซ่อมมือถือ,UCFyacg2Ag3-BV7LzpxvV3eA,hands,phone-repair,wave1,2026-09-14,scraper,249
https://www.youtube.com/@digitalrepairpoint,@DigitalRepairPoint,DIGITAL REPAIR POINT,81,51,5,"Titles show real display, back glass and charging port replacements on iPhone/Android with photos of work.",smartphone repair,UC_P7NGoh61nmI0dYTMC_oLg,hands,phone-repair,wave1,2026-09-14,scraper,51
https://www.youtube.com/@engineer_72_tmn,@Engineer_72_tmn,Инженер_72_тмн <<Ремонт телефонов>>,286,267,5,"Russian channel dedicated to component-level phone repair, explicitly mentioning hard repair work others avoid.",ремонт телефонов,UC-6hNq9ZPInBM2boE5rCwDg,hands,phone-repair,wave1,2026-09-14,scraper,267
https://www.youtube.com/@faztudocelulares,@faztudocelulares,faztudocelulares,305,89,5,"Dedicated board-level repair business description covering flex, jumpers, reballing and screen replacement.",reparo de placa celular,UCheSTyu0QmtC3ZGvqP-mKUQ,hands,phone-repair,wave1,2026-09-14,scraper,89
https://www.youtube.com/@fixje_nl,@fixje_nl,Fixje,8930,326,5,Dedicated repair channel with 350+ videos on iPhone/iPad/MacBook screen and battery replacement.,تعمیر موبایل,UCEkbHBgbQL4VeYoMkx5mwgw,hands,phone-repair,wave1,2026-09-14,scraper,326
https://www.youtube.com/@flexidisplaypro,@FlexiDisplayPro,Flexi Display Pro,163,67,5,Titles show real display/flex repairs like glass change and green flex chain repair with clear fault-to-fix framing.,smartphone repair,UCNwq8xB5Ra8YnhRadqgeXHA,hands,phone-repair,wave1,2026-09-14,scraper,67
https://www.youtube.com/@gunaygsm10,@GUNAYGSM10,GÜNAY GSM,196,77,5,"Phone/tablet repair channel explicitly showing screen, battery, port replacement videos to teach repair.",telefon tamiri,UCdwnTiUNsAuQjDrOf4DNPaA,hands,phone-repair,rest1,2026-09-14,scraper,77
https://www.youtube.com/@hawkcellassistec,@hawkcellassistec,Hawk Cell / Conserto de celulares ,881,63,5,"Portuguese repair-shop channel showing real screen, battery and charging-port repairs with diagnostics on bench.",conserto de celular,UCgi6xuC9Uy3-iGOgaNFB63A,hands,phone-repair,wave1,2026-09-14,scraper,63
https://www.youtube.com/@hospitaldel-celular,@hospitaldel-celular,Hospital del celular,1540,178,5,"Titles focus on soldering, reballing and real cell phone board-level repair technique teaching.",microsoldadura celulares | reparo de placa celular,UCOuLC3S32X1Vzv2PND9scOA,hands,phone-repair,wave1,2026-09-14,scraper,178
https://www.youtube.com/@iphonedoctor42,@iphonedoctor42,IPHONE DOCTOR,26,252,5,Apple service center channel with titles showing battery swap and glass replacement processes on iPhones.,iPhone repair,UCdc1wgFwRrEW_B_2vBQJCPQ,hands,phone-repair,wave1,2026-09-14,scraper,252
https://www.youtube.com/@iphonerepairbase,@iphonerepairbase,iPhone Repair Base,865,66,5,Dedicated iPhone/iPad repair channel promising daily repair videos with essential hands-on content only.,iPhone repair | iPad repair,UCu1C25a1KdlBsJ9zoRKEVHA,hands,phone-repair,wave1,2026-09-14,scraper,66
